date,sender_id,receiver_id,amount,is_suspicious
2025-07-16,0a0fbbea,7c08bd89,6483.72,0
2025-06-14,a47e612a,d8be4990,8480.89,0
2025-11-27,1feed349,079dbf1b,2117.22,0
2025-02-25,8c8b908c,a5b4d340,1180.81,0
2025-12-18,523b5dc6,19c1c77d,1784.75,0
2025-12-09,9399db83,47cb337d,6063.9,0
2025-02-15,1e691822,6847e7c8,3269.78,0
2025-02-04,e478be96,4aaf8f05,5597.5,0
2026-01-06,bf5adc06,d98debb1,17377.6,0
2026-01-08,064f946b,a311b562,3755.41,0
2025-03-11,c17e7858,e570d5ec,1327.51,0
2025-11-08,8c8b908c,d98debb1,8582.01,0
2025-02-06,a13bb900,9399db83,3138.06,0
2025-08-17,3202cdc9,a47e612a,7132.71,0
2025-07-30,91230fef,8e173cdd,8657.65,0
2025-10-25,3fb32d21,a47e612a,1142.52,0
2026-01-14,d222aedd,dd250182,11872.79,0
2025-03-06,62cf56d7,473e05b1,7369.62,0
2025-10-14,c063c078,2815ab41,1629.61,0
2025-03-21,dd250182,ef3c7dc8,4041.81,0
2025-07-10,5e56b3d2,eaa96e01,3855.31,0
2025-08-09,055c1a91,e8e15988,3053.16,0
2025-06-13,523b5dc6,5e56b3d2,7128.91,0
2025-04-17,a13bb900,079dbf1b,12548.5,0
2025-02-07,fccc1ce3,784b04b7,3002.82,0
2025-08-16,28551d8a,759075c9,11281.07,0
2025-12-13,bb3235db,af88f967,8008.05,0
2025-04-08,7916f81f,745fca8f,3760.46,0
2025-10-01,6ef8f218,72a4371d,3555.25,0
2025-06-17,0b3205ee,22d09b39,941.46,0
2025-05-12,3fb32d21,b5cb135b,664.63,0
2025-07-06,47cb337d,a4ff4e19,3515.8,0
2025-07-10,d8ba3b7c,63b0e66c,1266.57,0
2025-06-22,f3b8a245,03f41f7e,2865.12,0
2025-08-19,df445c21,e8e15988,1746.44,0
2025-12-15,8ed9a9de,b96f3791,498.45,0
2025-08-28,b3a21754,7e672c4e,4261.19,0
2025-10-05,9bf6ac02,69c2ef23,1969.37,0
2025-07-07,e570d5ec,c68b20ff,100000.0,1
2025-07-30,82b5e35a,3140cc7f,3229.87,0
2025-07-22,b286cbc9,3202cdc9,1220.33,0
2025-07-29,7e672c4e,fccc1ce3,2132.78,0
2026-01-23,7af6e017,1a0236c9,14191.24,0
2025-04-07,921a5572,c85c5eef,3389.88,0
2025-04-18,b96f3791,5e56b3d2,5164.57,0
2025-08-30,440639f9,ca146ffa,836.42,0
2025-02-08,7c08bd89,d98debb1,32501.32,0
2025-09-08,d1975028,7c08bd89,18833.9,0
2025-08-02,acfdf14c,745fca8f,11654.36,0
2025-07-23,72a4371d,759075c9,6827.86,0
2025-09-21,19629796,67f089bb,3026.44,0
2025-07-24,c68b20ff,b6b4cc23,4638.16,0
2025-06-18,28551d8a,b86cda64,8501.69,0
2025-08-03,c17e7858,b6b4cc23,1589.91,0
2025-10-18,3cd0be47,3fb32d21,1911.23,0
2025-02-13,f6536a4d,72a4371d,561.64,0
2025-11-01,7c3ae06d,36821449,1377.71,0
2025-04-12,e9e12450,7054287f,15698.21,0
2025-11-28,04c7c684,a13bb900,2134.0,0
2025-06-25,19629796,c68b20ff,2169.29,0
2025-12-31,86c6817b,7c08bd89,4096.0,0
2025-07-14,af84fed5,eaf137ca,594.53,0
2025-11-30,b450e1bc,85e7b9dd,7672.38,0
2025-03-04,b8440459,b7bba056,10576.68,0
2025-06-09,0a83047f,97ef592d,4347.24,0
2025-10-29,af84fed5,320eea14,15542.77,0
2025-06-06,ccdbfa8a,22d09b39,790.9,0
2025-10-07,ba2477db,3cd0be47,18839.59,0
2025-10-08,1feed349,23c681ed,1435.49,0
2025-06-18,f958d9c9,bf5adc06,828.88,0
2026-01-04,f6536a4d,7e672c4e,2351.03,0
2025-02-17,d8ba3b7c,f79d4c30,19380.17,0
2025-08-23,1120daea,a47e612a,2923.56,0
2025-12-01,85e7b9dd,7123af15,1173.1,0
2025-08-02,ba2477db,de9653ea,816.52,0
2025-09-29,0a83047f,c85c5eef,2683.51,0
2025-08-27,6ef8f218,de9653ea,405.47,0
2025-12-16,4b2a8005,6b7399fb,812.25,0
2025-09-17,b6b4cc23,85e7b9dd,13947.67,0
2025-11-30,8f849ff6,8ae3987d,11195.46,0
2025-07-09,7c08bd89,8e173cdd,2621.73,0
2025-05-25,d222aedd,7af6e017,1871.2,0
2025-08-02,04c7c684,4cced7f6,3160.57,0
2025-03-08,a0c1b691,921a5572,31194.5,0
2026-02-02,1feed349,c85c5eef,4469.25,0
2025-03-14,93edc4cb,2ad6e70c,7403.72,0
2025-06-08,93cfd370,2c63e5f2,2434.61,0
2025-08-15,19629796,1a104da9,3168.13,0
2025-04-19,91230fef,19cd9183,5693.97,0
2025-05-12,72a4371d,a4ff4e19,3381.57,0
2025-03-03,3bb581b2,67f089bb,447.03,0
2025-05-27,555428a4,bf5adc06,10727.23,0
2025-02-26,084c1968,bf5adc06,1611.41,0
2025-10-28,70e1cdd4,ed1d2e4f,24620.08,0
2025-03-25,8e2586b5,b1a7066b,5924.48,0
2025-12-07,86c6817b,4b2a8005,3200.21,0
2025-02-02,0663ce3c,82b5e35a,4625.44,0
2025-03-30,0540b52b,079dbf1b,2674.46,0
2025-06-12,784eb523,16d6efad,1832.74,0
2026-01-23,af84fed5,67f089bb,3668.72,0
2025-11-10,03f41f7e,c731c866,7222.75,0
2025-06-28,b5cb135b,eae42039,1873.33,0
2025-04-09,63533d50,22d09b39,1600.01,0
2025-03-23,320eea14,ed1d2e4f,2089.15,0
2025-03-28,523b5dc6,7916f81f,7723.41,0
2025-07-19,2af59473,36821449,12740.62,0
2025-11-06,930f170b,1a104da9,4281.31,0
2025-06-12,a2bb0f08,e570d5ec,5331.11,0
2025-03-04,079dbf1b,c68b20ff,1588.11,0
2025-12-07,566a6512,3fb32d21,7163.5,0
2025-07-01,a0c1b691,b5cb135b,5175.74,0
2025-08-09,180a3e26,8e2586b5,1465.38,0
2025-10-28,ef3c7dc8,8e173cdd,498.86,0
2025-06-16,67f089bb,ca146ffa,879.57,0
2026-01-30,3fb32d21,5d60391f,1526.6,0
2025-04-28,19cd9183,90bca975,9527.5,0
2025-06-15,ef3c7dc8,03335e10,14084.92,0
2025-03-12,5e56b3d2,8ae3987d,1920.77,0
2025-12-22,34076340,a13bb900,1982.44,0
2026-01-21,47cb337d,e570d5ec,3872.37,0
2025-11-17,180a3e26,4b2a8005,3017.39,0
2026-01-26,33629c40,ef3c7dc8,7562.33,0
2025-03-02,7c08bd89,63b0e66c,1766.6,0
2025-08-11,ac838dfb,0540b52b,7701.29,0
2025-02-20,4aaf8f05,a0c1b691,2346.72,0
2025-07-18,8c8b908c,1a104da9,7002.17,0
2025-02-16,a0c1b691,86c6817b,2273.24,0
2025-05-17,0b77f6ce,ec3c0039,1614.7,0
2026-01-09,8ae3987d,e9e12450,20177.38,0
2025-07-02,d705436f,90bca975,8649.24,0
2025-12-28,055c1a91,7916f81f,496.68,0
2025-02-07,f8aaa70c,d7cd98ef,1906.89,0
2025-09-23,8ae3987d,b1a7066b,9945.97,0
2025-09-11,877f60bc,36821449,900.85,0
2025-08-03,d98debb1,acfdf14c,6442.54,0
2025-08-18,0b3205ee,36821449,5808.37,0
2025-07-29,7e672c4e,85e7b9dd,1481.56,0
2025-11-14,8e173cdd,1a1adade,2954.79,0
2025-10-02,36ae1a70,784b04b7,368.7,0
2025-03-13,de9653ea,d82bf62b,17508.32,0
2025-11-24,9255b559,e478be96,2188.36,0
2025-09-29,af84fed5,23b06a28,6659.59,0
2025-02-07,d8be4990,440639f9,5507.36,0
2025-11-17,23c681ed,4cced7f6,11589.8,0
2025-04-08,934b374f,63b0e66c,1932.75,0
2025-06-14,446a6dd1,b7bba056,3654.9,0
2025-09-28,b286cbc9,8c8b908c,5214.03,0
2025-10-03,0c90a067,ba2477db,7133.39,0
2026-01-29,1e691822,33629c40,9455.52,0
2025-10-16,33629c40,90778f7f,1849.4,0
2025-09-09,85e7b9dd,37e798b4,1534.21,0
2025-10-16,d8ba3b7c,5d60391f,11615.68,0
2025-10-25,33629c40,41e887d1,388.75,0
2025-03-12,75ae48c7,6847e7c8,14328.88,0
2026-01-20,c17e7858,85e7b9dd,2203.22,0
2025-07-12,0a0fbbea,f3b8a245,2967.39,0
2025-12-22,0c90a067,d82bf62b,1506.67,0
2025-11-02,f06e4380,4aaf8f05,2840.7,0
2025-06-17,f79d4c30,eaa96e01,10626.84,0
2025-09-19,d82bf62b,90778f7f,6443.73,0
2025-08-02,23b06a28,eae42039,4878.96,0
2025-06-09,bf5adc06,d82bf62b,3258.01,0
2025-06-09,eaa96e01,9399db83,702.32,0
2025-10-16,af84fed5,d8ba3b7c,1281.6,0
2025-08-25,1e691822,de9653ea,2114.98,0
2025-12-14,bb3235db,75ae48c7,4711.1,0
2025-03-17,7c513d87,b1a7066b,3195.99,0
2025-03-28,934b374f,1a1adade,7970.51,0
2026-01-27,4d970366,03f41f7e,4786.85,0
2025-11-23,b286cbc9,d1975028,3147.46,0
2026-02-02,dcad0189,0663ce3c,29020.6,0
2025-11-09,784b04b7,e9e12450,4474.84,0
2025-06-22,8e2586b5,b450e1bc,1935.38,0
2025-08-01,6847e7c8,b3a21754,19148.26,0
2025-02-18,2af59473,e478be96,9901.2,0
2025-07-25,6b7399fb,784b04b7,18326.21,0
2025-09-19,b86cda64,a0c1b691,2667.96,0
2026-01-09,b3a21754,3fb32d21,7913.37,0
2025-07-04,04c7c684,70e1cdd4,697.25,0
2025-07-24,6847e7c8,6cafd567,6528.98,0
2025-03-23,1e691822,aad67503,2545.99,0
2025-02-07,6ef8f218,452625ce,768.89,0
2025-05-06,8a9e31de,d7cd98ef,8371.6,0
2025-03-31,e841d17a,22d09b39,487.78,0
2025-09-26,c702a41c,3fb32d21,440.23,0
2026-01-15,0a0fbbea,e841d17a,4283.29,0
2026-01-07,aad67503,85e7b9dd,5278.24,0
2025-07-11,04c7c684,97ef592d,7867.72,0
2025-04-29,064f946b,989552d5,6260.17,0
2025-07-16,0b3205ee,41e887d1,13051.5,0
2025-09-20,4aaf8f05,7e672c4e,6004.37,0
2025-04-11,320eea14,36821449,2611.55,0
2025-12-10,36ae1a70,0540b52b,2769.41,0
2025-05-16,3bb581b2,a2bb0f08,2247.96,0
2025-10-15,e841d17a,3140cc7f,4005.72,0
2025-07-07,c85c5eef,c68b20ff,994.91,0
2025-03-12,180a3e26,7123af15,4191.95,0
2025-08-07,6b7399fb,a2bb0f08,2734.18,0
2025-10-08,75ae48c7,7e672c4e,3927.02,0
2025-05-07,bb3235db,af88f967,3939.16,0
2025-12-31,eaf137ca,b3a21754,256.66,0
2025-04-11,9399db83,a0c1b691,1210.4,0
2025-05-04,ef3c7dc8,e841d17a,2674.11,0
2025-05-11,75ae48c7,5e56b3d2,2820.06,0
2025-05-15,4a5633f2,745fca8f,3863.73,0
2026-01-14,d98debb1,19629796,4033.33,0
2026-01-09,d88ef4f0,2c63e5f2,13578.37,0
2025-09-08,c85c5eef,e9e12450,4074.32,0
2025-06-11,784eb523,784b04b7,2179.77,0
2026-01-16,b86cda64,555428a4,602.37,0
2025-05-19,72fbb04b,ec3c0039,758.55,0
2025-04-02,bb3235db,8f849ff6,5092.34,0
2025-06-20,5d60391f,fd5da9b0,8608.0,0
2025-05-25,72fbb04b,dcad0189,13924.02,0
2025-09-21,8c8b908c,03f41f7e,1302.59,0
2025-02-05,eae42039,b286cbc9,2199.83,0
2025-02-09,f8aaa70c,ab6c3582,3798.39,0
2025-08-02,649012b2,df445c21,23095.64,0
2025-10-07,b86cda64,de9653ea,3343.79,0
2025-03-02,f06e4380,452625ce,14062.44,0
2025-03-21,5d60391f,440639f9,3533.25,0
2025-04-28,7054287f,69f41f26,9445.04,0
2025-11-23,3cd0be47,2af59473,8321.35,0
2025-04-11,04c7c684,c17e7858,3519.55,0
2025-09-05,19cd9183,4b2a8005,1074.51,0
2025-05-30,a5a383e5,2815ab41,2277.66,0
2025-02-04,8e173cdd,a0c1b691,13214.17,0
2025-06-26,c731c866,1feed349,7171.18,0
2025-09-04,fd5da9b0,ca146ffa,1932.07,0
2025-11-02,934b374f,7c08bd89,2116.86,0
2025-06-02,8ae3987d,d8be4990,528.02,0
2025-10-13,9255b559,34076340,12636.42,0
2025-09-13,f6536a4d,df167bb2,7230.5,0
2025-04-24,a5b4d340,b1a7066b,2599.1,0
2026-01-31,ba2477db,acfdf14c,3641.44,0
2025-04-05,86c6817b,f5ce78c5,340.06,0
2025-11-26,f8aaa70c,7c08bd89,1832.22,0
2025-08-03,ec3c0039,eaf137ca,11321.35,0
2025-07-21,180a3e26,b5cb135b,7954.93,0
2025-12-26,51be347a,ab6c3582,4149.32,0
2025-03-05,3fb32d21,440639f9,2937.4,0
2025-11-20,16d6efad,452625ce,6610.44,0
2025-10-18,6bc15004,63b0e66c,2249.84,0
2025-06-15,63b0e66c,b5cb135b,564.14,0
2025-04-25,446a6dd1,989552d5,2962.54,0
2025-12-17,b7bba056,ca146ffa,4460.96,0
2025-08-23,d88ef4f0,440639f9,9160.7,0
2025-10-25,4d970366,90bca975,705.43,0
2025-04-14,055c1a91,2c63e5f2,2636.19,0
2025-09-08,8e2586b5,a58e9073,2764.72,0
2025-03-31,440639f9,03335e10,991.03,0
2025-05-18,9255b559,19cd9183,4854.56,0
2025-07-31,b96f3791,75ae48c7,6294.1,0
2025-04-07,3140cc7f,d98debb1,2229.0,0
2025-03-12,7123af15,af88f967,23274.01,0
2025-10-21,34076340,16d6efad,2166.01,0
2026-01-24,03335e10,d222aedd,1907.06,0
2026-01-26,37e798b4,b5cb135b,1852.57,0
2025-06-28,9399db83,ca146ffa,1318.83,0
2025-08-06,4aaf8f05,3fb32d21,1704.41,0
2025-09-30,63533d50,90bca975,710.46,0
2025-03-25,c85c5eef,0a83047f,2461.35,0
2025-02-08,fd5da9b0,d88ef4f0,3157.3,0
2025-09-03,7c3ae06d,bf5adc06,304.05,0
2025-10-01,86c6817b,784eb523,2692.03,0
2025-02-12,6847e7c8,c68b20ff,3109.24,0
2025-06-27,d82bf62b,eae42039,4987.0,0
2025-04-27,bb3235db,a311b562,9943.11,0
2025-05-08,6847e7c8,28be2552,6983.84,0
2025-07-04,064f946b,b450e1bc,1603.01,0
2025-11-17,e478be96,b86cda64,1427.37,0
2025-06-09,6b7399fb,c702a41c,5321.47,0
2025-05-16,b5cb135b,69c2ef23,1724.55,0
2025-10-18,269b3165,566a6512,873.01,0
2025-09-22,fd5da9b0,f5ce78c5,32020.82,0
2025-08-09,b7bba056,19cd9183,2184.79,0
2025-11-11,745fca8f,03f41f7e,1593.16,0
2025-03-11,bb3235db,f79d4c30,332.91,0
2025-09-29,3202cdc9,69c2ef23,6984.17,0
2025-03-27,446a6dd1,3fb32d21,1109.94,0
2025-12-03,6bc15004,b3a21754,3067.51,0
2026-02-01,e570d5ec,f5ce78c5,7852.78,0
2026-01-09,63533d50,4d970366,1127.47,0
2025-12-29,19c1c77d,8e2586b5,3227.56,0
2025-09-03,7af6e017,c68b20ff,13681.33,0
2025-04-05,c063c078,70e1cdd4,255.51,0
2026-01-18,1e691822,86c6817b,1325.43,0
2025-12-28,63533d50,7e672c4e,1206.47,0
2026-01-17,c702a41c,934b374f,2472.77,0
2025-09-29,a5a383e5,1574bf86,2841.85,0
2026-01-15,3bb581b2,237318ee,1031.47,0
2025-07-01,9dcaaa36,b450e1bc,1549.41,0
2025-12-12,4d970366,a58e9073,1375.78,0
2025-09-26,6847e7c8,eaa96e01,2098.99,0
2026-01-26,c731c866,0b18c8cc,3707.91,0
2025-08-30,a311b562,7c08bd89,7409.84,0
2025-06-11,8c8b908c,bb3235db,8564.07,0
2025-08-19,084c1968,7af6e017,5730.94,0
2025-11-21,85e7b9dd,989552d5,1243.92,0
2025-03-05,b6b4cc23,b286cbc9,2971.15,0
2025-09-12,5e56b3d2,19c1c77d,32026.83,0
2025-07-03,8ed9a9de,2815ab41,8221.7,0
2025-11-24,4d970366,c68b20ff,1918.88,0
2026-01-21,523b5dc6,d7cd98ef,14501.95,0
2025-03-23,1649d136,2815ab41,2022.18,0
2025-09-09,784b04b7,759075c9,1527.82,0
2025-03-06,51be347a,c68b20ff,12036.9,0
2025-07-21,df445c21,af84fed5,804.6,0
2025-12-05,4cced7f6,c2cdd5cc,439.76,0
2025-06-28,e841d17a,1a1adade,7641.01,0
2025-07-21,ac838dfb,acfdf14c,3064.66,0
2025-02-11,7123af15,7c1c765a,3385.87,0
2025-05-18,ed1d2e4f,8f849ff6,2076.79,0
2025-07-02,3fb32d21,523b5dc6,2348.44,0
2025-05-10,23b06a28,e478be96,1885.39,0
2025-06-09,b96f3791,f958d9c9,1594.01,0
2026-01-20,2815ab41,f958d9c9,2034.67,0
2025-10-13,a0c1b691,7c08bd89,1971.5,0
2025-09-06,b5cb135b,70e1cdd4,1301.69,0
2025-04-07,72fbb04b,9255b559,1728.19,0
2026-01-19,180a3e26,d8be4990,244.02,0
2025-07-19,8e2586b5,4a5633f2,5911.43,0
2025-05-28,6ef8f218,a58e9073,4403.93,0
2025-04-23,989552d5,3fb32d21,2738.3,0
2025-12-03,3fb32d21,f3b8a245,3779.41,0
2025-07-18,6847e7c8,36821449,3918.94,0
2025-06-04,d88ef4f0,90bca975,1445.19,0
2025-10-06,28be2552,7123af15,1750.09,0
2025-04-30,df445c21,8e173cdd,5055.93,0
2025-02-22,1e20e68e,064f946b,3668.37,0
2025-09-18,7c513d87,4a5633f2,23001.63,0
2025-09-24,37e798b4,0a83047f,15057.21,0
2025-05-19,a0c1b691,237318ee,7578.06,0
2025-12-07,f958d9c9,4b198f79,1391.68,0
2025-09-28,7c513d87,04c7c684,1695.01,0
2025-03-05,555428a4,97ef592d,1094.39,0
2025-11-26,d8be4990,6847e7c8,3943.24,0
2025-09-28,0a0fbbea,3140cc7f,192.3,0
2025-07-25,ccdbfa8a,d7cd98ef,1884.43,0
2025-06-06,6ef8f218,af88f967,2193.57,0
2025-12-08,6847e7c8,7c3ae06d,649.18,0
2025-11-14,ba2477db,51be347a,6619.24,0
2025-10-19,3bb581b2,19c1c77d,954.19,0
2025-05-01,acfdf14c,ab6c3582,3896.14,0
2025-08-05,b1a7066b,ed1d2e4f,48231.97,0
2025-10-22,566a6512,f3b8a245,595.26,0
2025-10-08,23c681ed,784eb523,2569.45,0
2025-11-16,c85c5eef,bf5adc06,1983.34,0
2025-11-28,3bb581b2,6b7399fb,1632.77,0
2025-10-22,c731c866,473e05b1,6375.71,0
2026-01-25,03335e10,930f170b,9012.15,0
2025-11-17,1a0236c9,055c1a91,6448.73,0
2025-06-03,a13bb900,1a104da9,1446.15,0
2025-02-06,0a83047f,4b2a8005,33990.9,0
2025-12-11,b8440459,acfdf14c,507.63,0
2026-01-25,63b0e66c,cd1a58c2,1061.43,0
2025-08-12,b8440459,f06e4380,3532.39,0
2025-09-24,1feed349,c85c5eef,3259.71,0
2025-08-16,7916f81f,989552d5,4856.36,0
2025-05-22,8ed9a9de,a58e9073,14474.36,0
2025-09-01,555428a4,a5a383e5,2644.27,0
2025-09-11,b1a7066b,19629796,3340.01,0
2025-10-11,8e173cdd,6cafd567,1644.98,0
2026-01-20,1e20e68e,934b374f,5368.63,0
2025-04-30,a60fb8e9,8ed9a9de,2167.92,0
2026-01-30,41e887d1,a2bb0f08,2166.66,0
2025-11-10,8e173cdd,c2cdd5cc,5133.19,0
2025-08-31,dd250182,555428a4,8391.05,0
2025-02-12,1a1adade,93edc4cb,327.63,0
2026-01-03,a13bb900,19c1c77d,4276.02,0
2025-02-20,cd1a58c2,90bca975,2275.14,0
2025-04-25,a0c1b691,37e798b4,7689.55,0
2025-11-02,989552d5,2ad6e70c,2321.29,0
2025-12-08,f3b8a245,452625ce,10949.54,0
2025-03-03,19c1c77d,446a6dd1,1515.63,0
2025-05-19,c063c078,0b18c8cc,320.43,0
2025-08-04,2815ab41,28be2552,8532.12,0
2026-02-01,7c3ae06d,ba2477db,1282.36,0
2025-09-24,055c1a91,c17e7858,613.85,0
2025-09-26,03335e10,72fbb04b,3029.2,0
2025-11-10,1649d136,180a3e26,2346.83,0
2025-03-06,1a1adade,af84fed5,6789.31,0
2025-06-10,e8e15988,1feed349,7276.54,0
2025-10-22,180a3e26,37e798b4,3280.07,0
2025-11-16,d8be4990,237318ee,1230.51,0
2026-01-22,6bc15004,0a0fbbea,3971.67,0
2025-09-02,8f849ff6,b7bba056,3516.4,0
2025-09-19,63b0e66c,7af6e017,5265.53,0
2025-08-14,9255b559,934b374f,1242.89,0
2025-04-21,d82bf62b,934b374f,1997.45,0
2025-09-07,a60fb8e9,b8440459,4961.08,0
2025-09-19,473e05b1,180a3e26,10376.79,0
2025-10-08,1a1adade,7c08bd89,7831.6,0
2025-08-24,e8e15988,acfdf14c,3235.88,0
2025-12-09,0c90a067,cd1a58c2,1830.98,0
2025-09-29,055c1a91,3fb32d21,4464.09,0
2025-03-12,0c90a067,269b3165,1000.85,0
2025-11-30,b450e1bc,745fca8f,1316.85,0
2026-01-31,19c1c77d,e841d17a,13490.91,0
2025-05-26,1a1adade,dc479aa7,4456.12,0
2025-11-01,85e7b9dd,a2bb0f08,2105.85,0
2025-08-10,75ae48c7,b1a7066b,6830.4,0
2025-08-23,03f41f7e,34076340,10796.47,0
2025-12-12,eaa96e01,03335e10,1910.96,0
2025-12-17,19cd9183,ed1d2e4f,1944.17,0
2025-05-31,4d970366,f8aaa70c,1715.32,0
2025-11-18,f958d9c9,a4ff4e19,7815.39,0
2025-02-05,93edc4cb,3fb32d21,7891.63,0
2025-03-02,eaa96e01,c68b20ff,11919.17,0
2025-11-12,084c1968,72a4371d,8173.1,0
2025-06-21,7af6e017,b450e1bc,582.76,0
2025-07-15,ccdbfa8a,921a5572,3948.0,0
2025-11-24,41e887d1,51be347a,1034.44,0
2025-08-20,a58e9073,a5b4d340,1784.84,0
2025-08-17,c85c5eef,1574bf86,3535.44,0
2025-03-07,c17e7858,9255b559,6874.44,0
2025-07-19,f3b8a245,3bb581b2,1223.12,0
2025-05-31,5d60391f,0b18c8cc,291.57,0
2025-07-18,8e173cdd,8ae3987d,3570.75,0
2025-07-10,d222aedd,fd5da9b0,41922.23,0
2025-12-31,1649d136,de9653ea,2433.67,0
2025-09-30,3fb32d21,7c3ae06d,3124.14,0
2026-01-21,03335e10,36821449,17714.94,0
2025-05-14,af84fed5,f958d9c9,5379.09,0
2025-08-16,72a4371d,b5cb135b,3702.86,0
2025-08-08,93edc4cb,7c513d87,4638.36,0
2025-08-03,16d6efad,df167bb2,3828.56,0
2025-03-05,f6536a4d,c063c078,953.6,0
2025-12-28,446a6dd1,fd5da9b0,779.42,0
2025-10-17,19c1c77d,7c3ae06d,19669.57,0
2025-08-11,eaf137ca,16d6efad,3582.74,0
2025-12-14,8a9e31de,0b3205ee,3294.78,0
2025-11-20,ef3c7dc8,ec3c0039,2723.77,0
2025-06-17,eaa96e01,a47e612a,6509.86,0
2025-02-12,555428a4,16d6efad,37748.13,0
2025-11-24,473e05b1,2815ab41,5033.91,0
2025-06-10,70e1cdd4,b286cbc9,1655.59,0
2025-11-25,555428a4,c85c5eef,2608.68,0
2025-10-21,ed1d2e4f,a5a383e5,8699.29,0
2025-10-21,1feed349,91230fef,1664.37,0
2025-06-17,7c3ae06d,7af6e017,6990.07,0
2025-09-24,72fbb04b,a0c1b691,292.73,0
2025-06-30,fccc1ce3,19629796,2368.76,0
2026-01-15,d7cd98ef,69f41f26,5586.68,0
2025-06-22,5d60391f,dcad0189,10616.08,0
2025-09-22,22d09b39,7054287f,1314.91,0
2026-01-04,7e672c4e,bf5adc06,663.31,0
